Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,Sitter,Artist,Clean_Date,Gender,Occupation
3044,https://collections.si.edu/search/detail/edanmdm:npg_NPG.75.47,NPG,edanmdm:npg_NPG.75.47,John Hancock,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1795""}","{""Object number"": ""NPG.75.47""}","{""Attribution"": ""John Coles, Sr., 1748 - 1809?"", ""Copy after"": ""John Singleton Copley, 3 Jul 1738 - 9 Sep 1815"", ""Sitter"": ""John Hancock, 12 Jan 1737 - 8 Oct 1793""}",,"{""Type"": ""Print""}","{""Medium"": ""Hand-colored etching on paper"", ""Dimensions"": ""Image: 27 x 22.5 cm (10 5/8 x 8 7/8\"")\nSheet: 31.8 x 22.9 cm (12 1/2 x 9\"")""}",,,"{""Topic"": ""Costume\\Hair Accessory\\Wig\nTassel\nJohn Hancock: Male\nJohn Hancock: Politics and Government\\Statesman\\Colonial statesman\nJohn Hancock: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nJohn Hancock: Politics and Government\\Government official\\Governor\\Massachusetts\nJohn Hancock: Business and Finance\\Businessperson\\Merchant\nPortrait""}","[""1790s""]","[""Hancock, John"", ""Copley, John Singleton"", ""Coles, John""]","[""Prints""]","[""Massachusetts""]","[""Business and Finance"", ""Merchants"", ""Government"", ""Businessperson"", ""Portraits"", ""Governors"", ""Colonial statesman"", ""Wig"", ""Statesman"", ""Costume"", ""Tassel"", ""Men"", ""Signer of Declaration"", ""Public officers"", ""Politics"", ""Hair Accessory""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_75_47_inex""]","https://ids.si.edu/ids/iiif/NPG-NPG_75_47_inex/full/250,/0/default.jpg",John Hancock,John Coles,1795,men,
3046,https://collections.si.edu/search/detail/edanmdm:npg_NPG.75.20,NPG,edanmdm:npg_NPG.75.20,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1800-1810""}","{""Object number"": ""NPG.75.20""}","{""Artist"": ""Unidentified Artist"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}","{""Provenance"": ""(Weschler\u2019s Auctioneers & Appraisers, LLC), Washington, DC; purchased NPG 1975""}","{""Type"": ""Sculpture""}","{""Medium"": ""Marble"", ""Dimensions"": ""58cm (22 13/16\""), Accurate""}",,,"{""Topic"": ""George Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1810s"", ""1790s""]","[""United States. Army"", ""Washington, George""]","[""Sculpture""]","[""United States""]","[""Business and Finance"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Natural resources commerce"", ""Portraits"", ""Civilian awards"", ""Science and Technology"", ""Colonial statesman"", ""Agriculturists"", ""Statesman"", ""Surveyors"", ""Military and Intelligence"", ""Men"", ""American Revolution (1775-1783)"", ""Public officers"", ""Politics"", ""Presidents"", ""Officer""]",0,,,George Washington,Unidentified Artist,1800,men,
3048,https://collections.si.edu/search/detail/edanmdm:npg_NPG.74.59,NPG,edanmdm:npg_NPG.74.59,Congress Voting Independence,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1803 (1906 restrike)""}","{""Object number"": ""NPG.74.59""}","{""Artist"": ""Edward Savage, 26 Nov 1761 - 6 Jul 1817"", ""Sitter"": ""John Adams, 30 Oct 1735 - 4 Jul 1826\nRoger Sherman, c. 19 Apr 1721 - 23 Jul 1793\nThomas Jefferson, 13 Apr 1743 - 4 Jul 1826\nJohn Hancock, 12 Jan 1737 - 8 Oct 1793\nEdward Rutledge, 23 Nov 1749 - 23 Jan 1800\nBenjamin Franklin, 17 Jan 1706 - 17 Apr 1790\nCharles Carroll, 1737 - 1832\nRichard Henry Lee, 20 Jan 1732 - 19 Jun 1794\nSamuel Adams, 27 Sep 1722 - 2 Oct 1803""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple and line engraving on paper"", ""Dimensions"": ""Image: 47.9 x 65.5 cm (18 7/8 x 25 13/16\"")\nSight: 49.2 x 67 cm (19 3/8 x 26 3/8\"")""}",,,"{""Topic"": ""Interior\nPrinted Material\\Document\nEquipment\\Walking stick\\Cane\nInterior\\Legislative chamber\nEdward Rutledge: Male\nEdward Rutledge: Law and Crime\\Lawyer\nEdward Rutledge: Politics and Government\\Government official\\Congressman\\Continental congressman\nEdward Rutledge: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nEdward Rutledge: Politics and Government\\Government official\\State Legislator\\South Carolina\nEdward Rutledge: Business and Finance\\Natural resources commerce\\Agriculturist\\Planter\nEdward Rutledge: Politics and Government\\Government official\\Governor\\South Carolina\nCharles Carroll: Male\nCharles Carroll: Politics and Government\\Government official\\Congressman\\Continental congressman\nCharles Carroll: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nCharles Carroll: Business and Finance\\Businessperson\\Business executive\\Railroad executive\nCharles Carroll: Business and Finance\\Natural resources commerce\\Agriculturist\\Planter\nCharles Carroll: Politics and Government\\Government official\\State Senator\\Maryland\nCharles Carroll: Politics and Government\\Government official\\US Senator\\Maryland\nJohn Adams: Male\nJohn Adams: Arts and Culture\\Literature\\Writer\nJohn Adams: Politics and Government\\Government official\\Congressman\\Continental congressman\nJohn Adams: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nJohn Adams: Politics and Government\\Vice-President of US\nJohn Adams: Politics and Government\\Diplomat\nJohn Adams: Politics and Government\\Government official\\President of US\nJohn Adams: Politics and Government\\Government official\\State Legislator\\Massachusetts\nBenjamin Franklin: Male\nBenjamin Franklin: Arts and Culture\\Literature\\Writer\nBenjamin Franklin: Politics and Government\\Statesman\\Colonial statesman\nBenjamin Franklin: Politics and Government\\Government official\\Congressman\\Continental congressman\nBenjamin Franklin: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nBenjamin Franklin: Science and Technology\\Scientist\nBenjamin Franklin: Politics and Government\\Diplomat\nBenjamin Franklin: Social Welfare and Reform\\Philanthropist\nBenjamin Franklin: Science and Technology\\Inventor\nBenjamin Franklin: Business and Finance\\Tradesman\\Printer\nBenjamin Franklin: Politics and Government\\Government official\\Postmaster\nJohn Hancock: Male\nJohn Hancock: Politics and Government\\Statesman\\Colonial statesman\nJohn Hancock: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nJohn Hancock: Politics and Government\\Government official\\Governor\\Massachusetts\nJohn Hancock: Business and Finance\\Businessperson\\Merchant\nRichard Henry Lee: Male\nRichard Henry Lee: Politics and Government\\Government official\\State Legislator\\Virginia\nRichard Henry Lee: Politics and Government\\Government official\\Congressman\\Continental congressman\nRichard Henry Lee: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nRichard Henry Lee: Business and Finance\\Natural resources commerce\\Agriculturist\\Planter\nRichard Henry Lee: Politics and Government\\Government official\\US Senator\\Virginia\nRoger Sherman: Male\nRoger Sherman: Law and Crime\\Lawyer\nRoger Sherman: Politics and Government\\Government official\\Congressman\\Continental congressman\nRoger Sherman: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nRoger Sherman: Business and Finance\\Businessperson\\Merchant\nRoger Sherman: Law and Crime\\Justice of the Peace\nRoger Sherman: Politics and Government\\Statesman\\Signer of Constitution\nRoger Sherman: Social Welfare and Reform\\Reformer\\Revolutionary\nRoger Sherman: Business and Finance\\Tradesman\\Cobbler\nRoger Sherman: Politics and Government\\Government official\\Public official\\Mayor\\New Haven, CT\nSamuel Adams: Male\nSamuel Adams: Politics and Government\\Government official\\Congressman\\Continental congressman\nSamuel Adams: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nSamuel Adams: Politics and Government\\Government official\\Governor\\Massachusetts\nSamuel Adams: Politics and Government\\Government official\\Lieutenant Governor\\Massachusetts\nThomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}","[""1800s"", ""1790s""]","[""Savage, Edward"", ""Sherman, Roger"", ""Hancock, John"", ""Adams, John"", ""Rutledge, Edward"", ""Carroll, Charles"", ""Jefferson, Thomas"", ""Franklin, Benjamin"", ""Adams, Samuel"", ""Lee, Richard Henry""]","[""Prints""]","[""United States"", ""Massachusetts"", ""Maryland"", ""Virginia"", ""South Carolina""]","[""Business and Finance"", ""Social Welfare and Reform"", ""Legislators"", ""Legislative chamber"", ""Writers"", ""Businessperson"", ""New Haven, CT"", ""Natural resources commerce"", ""Secretary of State"", ""Printer"", ""Founder"", ""Reformers"", ""Public official"", ""Design"", ""Staffs (Sticks, canes, etc.)"", ""Walking stick"", ""Signer of Declaration"", ""Public officers"", ""Vice-Presidents"", ""Diplomats"", ""Minister"", ""Cabinet member"", ""Congressmen"", ""Literature"", ""Farmers"", ""Interior decoration"", ""Tradesman"", ""Signer of Constitution"", ""Inventors"", ""Men"", ""Revolutionary"", ""Senators"", ""Philanthropists"", ""Education and Scholarship"", ""Scientists"", ""Postmasters"", ""Merchants"", ""Art"", ""Arts and Culture"", ""Architects"", ""Railroad executive"", ""Governors"", ""Printed Material"", ""Universities"", ""Colonial statesman"", ""Statesman"", ""Justice of the Peace"", ""Business executive"", ""Presidents"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Continental congressman"", ""Planter"", ""Science and Technology"", ""Agriculturists"", ""Cobbler"", ""Law and Crime"", ""Politics"", ""Lieutenant Governor"", ""Mayors""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-7400114B_1""]","https://ids.si.edu/ids/iiif/NPG-7400114B_1/full/250,/0/default.jpg",John Adams,Edward Savage,1803,men,Writers
3067,https://collections.si.edu/search/detail/edanmdm:npg_NPG.74.39.4.20,NPG,edanmdm:npg_NPG.74.39.4.20,Charles Willson Peale,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1807""}","{""Object number"": ""NPG.74.39.4.20""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6 cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40 cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Charles Willson Peale: Male\nCharles Willson Peale: Arts and Culture\\Literature\\Writer\nCharles Willson Peale: Arts and Culture\\Visual Arts\\Artist\\Painter\nCharles Willson Peale: Arts and Culture\\Visual Arts\\Artist\\Portraitist\nCharles Willson Peale: Arts and Culture\\Visual Arts\\Founder\\Art museum founder\nCharles Willson Peale: Military and Intelligence\\Militia\\Officer\nCharles Willson Peale: Science and Technology\\Scientist\\Naturalist\nCharles Willson Peale: Politics and Government\\Government official\\State Legislator\\Pennsylvania\nPortrait""}","[""1800s""]","[""Peale, Charles Willson"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]","[""United States"", ""Pennsylvania""]","[""Legislators"", ""Art"", ""Arts and Culture"", ""Literature"", ""Painters"", ""Writers"", ""Government"", ""Portraits"", ""Founder"", ""Art museum founder"", ""Naturalists"", ""Science and Technology"", ""Portraitist"", ""Military and Intelligence"", ""Men"", ""Public officers"", ""Politics"", ""Scientists"", ""Artists"", ""Military"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_74_39_4_20Peale-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_74_39_4_20Peale-000001/full/250,/0/default.jpg",Charles Willson Peale,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1807,men,Writers
3098,https://collections.si.edu/search/detail/edanmdm:npg_NPG.74.39.10.16,NPG,edanmdm:npg_NPG.74.39.10.16,Thomas Jefferson,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1805""}","{""Object number"": ""NPG.74.39.10.16""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 5.6 x 5.6cm (2 3/16 x 2 3/16\"")\nSheet: 55 x 40cm (21 5/8 x 15 3/4\"")""}",,,"{""Topic"": ""Thomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}","[""1800s""]","[""Jefferson, Thomas"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]","[""United States"", ""Virginia""]","[""Business and Finance"", ""Legislators"", ""Art"", ""Arts and Culture"", ""Architects"", ""Natural resources commerce"", ""Secretary of State"", ""Governors"", ""Founder"", ""Universities"", ""Colonial statesman"", ""Statesman"", ""Signer of Declaration"", ""Public officers"", ""Vice-Presidents"", ""Diplomats"", ""Presidents"", ""Minister"", ""Cabinet member"", ""Congressmen"", ""Farmers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Continental congressman"", ""Science and Technology"", ""Agriculturists"", ""Inventors"", ""Men"", ""Law and Crime"", ""Politics"", ""Education and Scholarship""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_74_39_10_16Jefferson-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_74_39_10_16Jefferson-000001/full/250,/0/default.jpg",Thomas Jefferson,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1805,men,
3103,https://collections.si.edu/search/detail/edanmdm:npg_NPG.74.39.1.14,NPG,edanmdm:npg_NPG.74.39.1.14,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1800""}","{""Object number"": ""NPG.74.39.1.14""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 1.6 x 1.3 cm (5/8 x 1/2\"")\nSheet: 54.7 x 39.9 cm (21 9/16 x 15 11/16\"")""}",,,"{""Topic"": ""Costume\\Dress Accessory\\Epaulet\nGeorge Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1800s""]","[""United States. Army"", ""Washington, George"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]","[""United States""]","[""Business and Finance"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Natural resources commerce"", ""Dress accessories"", ""Portraits"", ""Civilian awards"", ""Science and Technology"", ""Colonial statesman"", ""Agriculturists"", ""Statesman"", ""Surveyors"", ""Costume"", ""Military and Intelligence"", ""Men"", ""American Revolution (1775-1783)"", ""Public officers"", ""Politics"", ""Presidents"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_74_39_1_14Washington-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_74_39_1_14Washington-000001/full/250,/0/default.jpg",George Washington,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1800,men,
3104,https://collections.si.edu/search/detail/edanmdm:npg_NPG.74.39.1.13,NPG,edanmdm:npg_NPG.74.39.1.13,George Washington,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1800""}","{""Object number"": ""NPG.74.39.1.13""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""George Washington, 22 Feb 1732 - 14 Dec 1799""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 1.6 x 1.2 cm (5/8 x 1/2\"")\nSheet: 54.7 x 39.9 cm (21 9/16 x 15 11/16\"")""}",,,"{""Topic"": ""George Washington: Male\nGeorge Washington: Military and Intelligence\\Army\\Officer\\Revolutionary War\nGeorge Washington: Politics and Government\\Statesman\\Colonial statesman\nGeorge Washington: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nGeorge Washington: Military and Intelligence\\Army\\Officer\\General\nGeorge Washington: Politics and Government\\Government official\\President of US\nGeorge Washington: Science and Technology\\Surveyor\nGeorge Washington: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1800s""]","[""United States. Army"", ""Washington, George"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]","[""United States""]","[""Business and Finance"", ""Congressional Gold Medal"", ""Farmers"", ""Government"", ""Natural resources commerce"", ""Portraits"", ""Civilian awards"", ""Science and Technology"", ""Colonial statesman"", ""Agriculturists"", ""Statesman"", ""Surveyors"", ""Military and Intelligence"", ""Men"", ""American Revolution (1775-1783)"", ""Public officers"", ""Politics"", ""Presidents"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_74_39_1_13Washington-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_74_39_1_13Washington-000001/full/250,/0/default.jpg",George Washington,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1800,men,
3105,https://collections.si.edu/search/detail/edanmdm:npg_NPG.74.39.1.10,NPG,edanmdm:npg_NPG.74.39.1.10,Thomas Jefferson,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Paul Mellon""}","{""Date"": ""1804""}","{""Object number"": ""NPG.74.39.1.10""}","{""Artist"": ""Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min, 12 Mar 1770 - 23 Jun 1852"", ""Sitter"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 7.3 x 5.9 cm (2 7/8 x 2 5/16\"")\nSheet: 54.2 x 39.9 cm (21 5/16 x 15 11/16\"")""}",,,"{""Topic"": ""Thomas Jefferson: Male\nThomas Jefferson: Law and Crime\\Lawyer\nThomas Jefferson: Politics and Government\\Government official\\Congressman\\Continental congressman\nThomas Jefferson: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nThomas Jefferson: Politics and Government\\Vice-President of US\nThomas Jefferson: Business and Finance\\Natural resources commerce\\Agriculturist\\Farmer\nThomas Jefferson: Arts and Culture\\Visual Arts\\Architect\nThomas Jefferson: Politics and Government\\Government official\\President of US\nThomas Jefferson: Politics and Government\\Government official\\Cabinet member\\Secretary of State\nThomas Jefferson: Politics and Government\\Diplomat\\Minister\nThomas Jefferson: Science and Technology\\Inventor\nThomas Jefferson: Politics and Government\\Government official\\US Congressman\\Virginia\nThomas Jefferson: Politics and Government\\Government official\\Governor\\Virginia\nThomas Jefferson: Arts and Culture\\Education and Scholarship\\Founder\\University\nPortrait""}","[""1800s""]","[""Jefferson, Thomas"", ""Saint-Memin, Charles Balthazar Julien Fevret de""]","[""Prints""]","[""United States"", ""Virginia""]","[""Business and Finance"", ""Legislators"", ""Art"", ""Arts and Culture"", ""Architects"", ""Natural resources commerce"", ""Secretary of State"", ""Governors"", ""Founder"", ""Universities"", ""Colonial statesman"", ""Statesman"", ""Signer of Declaration"", ""Public officers"", ""Vice-Presidents"", ""Diplomats"", ""Presidents"", ""Minister"", ""Cabinet member"", ""Congressmen"", ""Farmers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Continental congressman"", ""Science and Technology"", ""Agriculturists"", ""Inventors"", ""Men"", ""Law and Crime"", ""Politics"", ""Education and Scholarship""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_74_39_1_10Jefferson-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_74_39_1_10Jefferson-000001/full/250,/0/default.jpg",Thomas Jefferson,Charles Balthazar Julien F\u00e9vret de Saint-M\u00e9min,1804,men,
3111,https://collections.si.edu/search/detail/edanmdm:npg_NPG.73.17,NPG,edanmdm:npg_NPG.73.17,Joel Barlow,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; transfer from the Smithsonian American Art Museum""}","{""Date"": ""1803""}","{""Object number"": ""NPG.73.17""}","{""Artist"": ""Jean-Antoine Houdon, 1741 - 1828"", ""Sitter"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}","{""Provenance"": ""National Collection of Fine Arts (now Smithsonian American Art Museum) 1858; transferred to NPG 1973""}","{""Type"": ""Sculpture""}","{""Medium"": ""Plaster"", ""Dimensions"": ""71.1cm x 45.1cm x 30.5cm (28\"" x 17 3/4\"" x 12\""), Accurate""}",,,"{""Topic"": ""Joel Barlow: Male\nJoel Barlow: Law and Crime\\Lawyer\nJoel Barlow: Arts and Culture\\Literature\\Writer\nJoel Barlow: Arts and Culture\\Literature\\Writer\\Poet\nJoel Barlow: Arts and Culture\\Journalism and Media\\Journalist\nJoel Barlow: Politics and Government\\Diplomat\\Minister\nPortrait""}","[""1800s""]","[""Barlow, Joel"", ""Houdon, Jean-Antoine""]","[""Sculpture""]",,"[""Arts and Culture"", ""Literature"", ""Writers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Lawyers"", ""Men"", ""Journalism"", ""Law and Crime"", ""Politics"", ""Diplomats"", ""Journalism and Media"", ""Poets"", ""Minister""]",0,,,Joel Barlow,Jean-Antoine Houdon,1803,men,Writers
3113,https://collections.si.edu/search/detail/edanmdm:npg_NPG.73.10,NPG,edanmdm:npg_NPG.73.10,John Paul Jones,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution Conserved with funds from the Smithsonian Women's Committee""}","{""Date"": ""1780""}","{""Object number"": ""NPG.73.10""}","{""Artist"": ""Unidentified Artist"", ""Former attribution"": ""Charlotte-Marguerite de Bourbon, Comtesse de Lowendahl, 1754 - 1839"", ""Sitter"": ""John Paul Jones, 6 Jul 1747 - 18 Jul 1792""}","{""Provenance"": ""(John F. Fleming, New York); purchased 1973 NPG""}","{""Type"": ""Painting""}","{""Medium"": ""Watercolor on ivory"", ""Dimensions"": ""Sight: 7.3 x 5.4cm (2 7/8 x 2 1/8\"")\nFrame: 7.3 x 5.1 x 0.3cm (2 7/8 x 2 x 1/8\"")""}",,,"{""Topic"": ""Costume\\Hair Accessory\\Wig\nCostume\\Dress Accessory\\Epaulet\nMiniature\nJohn Paul Jones: Male\nJohn Paul Jones: Politics and Government\\Government official\nJohn Paul Jones: Military and Intelligence\\Navy\\Officer\nJohn Paul Jones: Civilian awards\\Congressional Gold Medal\nPortrait""}","[""1780s""]","[""United States. Navy"", ""Comtesse de Lowendahl, Charlotte-Marguerite de Bourbon"", ""Jones, John Paul""]","[""Miniatures"", ""Paintings""]",,"[""Congressional Gold Medal"", ""Government"", ""Dress accessories"", ""Portraits"", ""Civilian awards"", ""Wig"", ""Costume"", ""Military and Intelligence"", ""Men"", ""Public officers"", ""Politics"", ""Hair Accessory"", ""Officer""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_73_10Jones_int""]","https://ids.si.edu/ids/iiif/NPG-NPG_73_10Jones_int/full/250,/0/default.jpg",John Paul Jones,Unidentified Artist,1780,men,
3114,https://collections.si.edu/search/detail/edanmdm:npg_NPG.72.9,NPG,edanmdm:npg_NPG.72.9,John Adams,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1800""}","{""Object number"": ""NPG.72.9""}","{""Artist"": ""Cornelius Tiebout, 1777 - 1832"", ""Copy after"": ""William Joseph Williams, 1759 - 1823"", ""Sitter"": ""John Adams, 30 Oct 1735 - 4 Jul 1826""}",,"{""Type"": ""Print""}","{""Medium"": ""Stipple engraving on paper"", ""Dimensions"": ""Image: 21.9 x 17.2 cm (8 5/8 x 6 3/4\"")""}",,,"{""Topic"": ""John Adams: Male\nJohn Adams: Arts and Culture\\Literature\\Writer\nJohn Adams: Politics and Government\\Government official\\Congressman\\Continental congressman\nJohn Adams: Politics and Government\\Statesman\\Colonial statesman\\Signer of Declaration\nJohn Adams: Politics and Government\\Vice-President of US\nJohn Adams: Politics and Government\\Diplomat\nJohn Adams: Politics and Government\\Government official\\President of US\nJohn Adams: Politics and Government\\Government official\\State Legislator\\Massachusetts\nPortrait""}","[""1800s"", ""1790s""]","[""Adams, John"", ""Williams, William Joseph"", ""Tiebout, Cornelius""]","[""Prints""]","[""United States"", ""Massachusetts""]","[""Legislators"", ""Arts and Culture"", ""Literature"", ""Congressmen"", ""Writers"", ""Government"", ""Diplomacy"", ""Portraits"", ""Continental congressman"", ""Colonial statesman"", ""Statesman"", ""Men"", ""Signer of Declaration"", ""Public officers"", ""Politics"", ""Vice-Presidents"", ""Diplomats"", ""Presidents""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_72_9""]","https://ids.si.edu/ids/iiif/NPG-NPG_72_9/full/250,/0/default.jpg",John Adams,Cornelius Tiebout,1800,men,Writers
